Ancestor: 0, Descendant: 2001
Ancestor: 1, Descendant: 1572
Ancestor: 2, Descendant: 1373
Ancestor: 3, Descendant: 1264
Ancestor: 4, Descendant: 1675
Ancestor: 5, Descendant: 1556
Ancestor: 6, Descendant: 1887
Ancestor: 7, Descendant: 1788
Ancestor: 8, Descendant: 1859
Ancestor: 9, Descendant: 1610
