Ancestor: 0, Descendant: 3990
Ancestor: 1, Descendant: 2621
Ancestor: 2, Descendant: 2062
Ancestor: 3, Descendant: 4133
Ancestor: 4, Descendant: 4904
Ancestor: 5, Descendant: 4185
Ancestor: 6, Descendant: 1276
Ancestor: 7, Descendant: 1827
Ancestor: 8, Descendant: 4948
Ancestor: 9, Descendant: 4279
