Ancestor: 0, Descendant: 4221
Ancestor: 1, Descendant: 3242
Ancestor: 2, Descendant: 4693
Ancestor: 3, Descendant: 4124
Ancestor: 4, Descendant: 3755
Ancestor: 5, Descendant: 4306
Ancestor: 6, Descendant: 4327
Ancestor: 7, Descendant: 3428
Ancestor: 8, Descendant: 3449
Ancestor: 9, Descendant: 4950
